add-none,1,100,200,205072,1025,0
add-none,1,1000,2000,908049,454,0
add-none,1,10000,20000,305144,15,0
add-none,1,100000,200000,1665757,8,0
add-none,1,1000000,2000000,15003793,7,0
add-none,2,100,400,311173,777,0
add-none,2,1000,4000,326904,81,0
add-none,2,10000,40000,1013488,25,-6399
add-none,2,100000,400000,7675200,19,-13383
add-none,4,100,800,504630,630,48
add-none,4,1000,8000,594959,74,9
add-none,4,10000,80000,3250721,40,5184
add-none,4,100000,800000,40181391,50,-41215
add-none,8,100,1600,800436,500,100
add-none,8,1000,16000,1366501,85,856
add-none,8,10000,160000,14585941,91,-1554
add-none,8,100000,1600000,140859683,88,-33100
add-none,12,100,2400,629958,262,0
add-none,12,1000,24000,1367300,56,235
add-none,12,10000,240000,30176727,125,4325
add-none,12,100000,2400000,295002314,122,-10264
add-yield-none,2,10,40,279742,6993,0
add-yield-none,4,10,80,494055,6175,8
add-yield-none,8,10,160,700000,4375,3
add-yield-none,12,10,240,946148,3942,2
add-yield-none,2,20,80,294680,3683,0
add-yield-none,4,20,160,606374,3789,11
add-yield-none,8,20,320,931915,2912,55
add-yield-none,12,20,480,1193608,2486,50
add-yield-none,2,40,160,374853,2342,4
add-yield-none,4,40,320,483895,1512,53
add-yield-none,8,40,640,958538,1497,64
add-yield-none,12,40,960,1379701,1437,149
add-yield-none,2,80,320,432935,1352,67
add-yield-none,4,80,640,799517,1249,68
add-yield-none,8,80,1280,1682882,1314,120
add-yield-none,12,80,1920,2120907,1104,86
add-yield-none,2,100,400,472733,1181,67
add-yield-none,4,100,800,797431,996,61
add-yield-none,8,100,1600,1670668,1044,153
add-yield-none,12,100,2400,2922946,1217,243
add-yield-none,2,1000,4000,2621756,655,-53
add-yield-none,4,1000,8000,5818725,727,65
add-yield-none,8,1000,16000,12713195,794,150
add-yield-none,12,1000,24000,25519396,1063,252
add-yield-none,2,10000,40000,22891030,572,-103
add-yield-none,4,10000,80000,49630236,620,116
add-yield-none,8,10000,160000,120248886,751,84
add-yield-none,12,10000,240000,242453294,1010,166
add-yield-none,2,100000,400000,229424976,573,-2336
add-yield-none,4,100000,800000,517657489,647,-200
add-yield-none,8,100000,1600000,1225119652,765,-1635
add-yield-none,12,100000,2400000,2468877834,1028,-6256
add-yield-m,2,10000,40000,63990797,1599,0
add-yield-m,4,10000,80000,310762058,3884,0
add-yield-m,8,10000,160000,1353247219,8457,0
add-yield-m,12,10000,240000,3367443616,14031,0
add-yield-c,2,10000,40000,40648654,1016,0
add-yield-c,4,10000,80000,197727306,2471,0
add-yield-c,8,10000,160000,822234487,5138,0
add-yield-c,12,10000,240000,1933079312,8054,0
add-yield-s,2,10000,40000,38337485,958,0
add-yield-s,4,10000,80000,346192163,4327,0
add-yield-s,8,1000,16000,110838721,6927,0
add-yield-s,12,1000,24000,376267839,15677,0
add-m,1,10000,20000,839438,41,0
add-m,2,10000,40000,9052758,226,0
add-m,4,10000,80000,52540415,656,0
add-m,8,10000,160000,277351497,1733,0
add-m,12,10000,240000,605066447,2521,0
add-c,1,10000,20000,562676,28,0
add-c,2,10000,40000,3829143,95,0
add-c,4,10000,80000,19823783,247,0
add-c,8,10000,160000,94705862,591,0
add-c,12,10000,240000,218262282,909,0
add-s,1,10000,20000,409713,20,0
add-s,2,10000,40000,5004407,125,0
add-s,4,10000,80000,46957356,586,0
add-s,8,10000,160000,331409862,2071,0
add-s,12,10000,240000,1178984852,4912,0
